"train_no","scheduled_dt","route","carrier","eq_code","set_no","dep_delay","arr_delay","station","country","latitude","longitude","zoom","hr","group","assistance","duty","premier","plus","standard","wheelchair_companion","wheelchair","senior","adult","youth","child","guide_dog","00~02","03~12","13~19","20~29","30~39","40~49","50~59","60~69","70~79","80~89","90~99","100+","eu_count","noneu_count","passeneger_counts","child_meal","dairy_free_meal","diabetic_meal","gluten_free_meal","kosher_meal","low_fat_meal","low_salt_meal","halal_meal","vegan_meal","vegetarian_meal","standard_meal"
"9434",2024-12-29,NLAMA-FRPNO,EurostarRed(Thalys),TGH,,,,Schiphol Airport,Netherlands,"52.308787","4.761487","13",10,0,0,0,4,8,30,0,0,6,19,13,4,0,0,0,1,1,1,2,1,0,0,0,0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,4
"9435",2024-12-29,FRPNO-DEDTM,EurostarRed(Thalys),TGH,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,3,11,29,0,0,2,34,4,3,0,0,0,0,0,2,0,4,0,0,2,0,0,4,4,43,0,0,0,0,0,0,0,0,0,0,3
"9438",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Dusseldorf Hbf,Germany,"51.21996","6.794316","13",10,0,0,0,14,25,70,0,0,10,73,23,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,109,0,0,0,0,0,0,0,0,0,0,14
"9438",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Dortmund Hbf,Germany,"51.517898","7.459293","16",9,0,0,0,1,4,29,0,0,8,14,12,0,0,0,0,0,3,1,0,1,1,0,0,0,0,4,2,34,0,0,0,0,0,0,0,0,0,0,1
"9438",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Essen Hbf,Germany,"51.451351","7.014795","16",9,0,0,0,5,3,17,0,0,2,19,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,5
"9438",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Aachen Hbf,Germany,"50.77607","6.08378","16",11,0,0,0,0,3,14,0,0,0,11,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0
"9438",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Cologne Hbf,Germany,"50.8789","7.119303","16",10,0,0,0,12,41,96,0,0,13,96,28,12,0,0,1,0,0,1,2,2,0,0,0,0,0,4,2,149,0,0,0,0,0,0,0,0,0,0,12
"9447",2024-12-29,FRPNO-DEDTM,EurostarRed(Thalys),PBKA,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",15,0,0,0,2,2,21,0,0,10,13,0,2,0,0,2,0,2,3,2,2,7,1,0,0,0,18,1,25,0,0,0,0,0,0,0,0,0,0,2
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Dusseldorf Hbf,Germany,"51.21996","6.794316","13",11,0,0,0,10,21,58,0,0,7,52,22,8,0,0,1,2,1,1,2,0,0,0,0,0,0,7,0,89,0,0,0,0,0,0,0,0,0,0,10
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Dortmund Hbf,Germany,"51.517898","7.459293","16",10,0,0,0,8,18,31,0,0,6,39,5,7,0,0,1,0,2,3,0,0,0,0,0,0,0,2,4,57,0,0,0,0,0,0,0,0,0,0,8
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Essen Hbf,Germany,"51.451351","7.014795","16",11,0,0,0,3,5,31,0,0,2,32,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,3
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Duisburg Hbf,Germany,"51.429786","6.775906","16",11,0,0,0,0,6,10,0,0,0,12,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Aachen Hbf,Germany,"50.77607","6.08378","16",13,0,0,0,0,0,15,0,0,1,11,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0
"9450",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Cologne Hbf,Germany,"50.8789","7.119303","16",12,0,0,0,11,26,104,0,0,22,86,28,5,0,0,1,1,1,2,3,0,3,0,0,0,0,6,5,141,0,0,0,0,0,0,0,0,0,0,11
"9459",2024-12-29,FRPNO-DEDTM,EurostarRed(Thalys),RUB,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,1,3,13,0,0,3,11,2,1,0,0,0,0,1,1,0,0,5,0,0,0,0,6,1,17,0,0,0,0,0,0,0,0,0,0,1
"9462",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Aachen Hbf,Germany,"50.77607","6.08378","16",15,0,0,0,4,9,36,0,0,3,34,10,2,0,0,0,2,1,2,0,0,0,0,0,0,0,5,0,49,0,0,0,0,0,0,0,0,0,0,4
"9462",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),RUB,,,,Cologne Hbf,Germany,"50.8789","7.119303","16",14,0,0,0,26,66,186,0,0,19,180,65,14,0,0,2,6,6,16,4,5,3,3,0,0,0,25,20,278,0,0,0,0,0,0,0,0,0,0,26
"9470",2024-12-29,NLAMA-FRPNO,EurostarRed(Thalys),TGH,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",16,0,0,0,29,54,191,0,0,16,181,64,13,0,0,5,8,12,26,7,10,4,4,0,0,0,23,53,274,0,0,0,0,0,0,0,0,0,0,29
"9470",2024-12-29,NLAMA-FRPNO,EurostarRed(Thalys),TGH,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",16,0,0,0,1,12,54,0,0,3,43,19,2,0,0,3,4,3,9,6,3,2,0,0,0,0,13,17,67,0,0,0,0,0,0,0,0,0,0,1
"9471",2024-12-29,FRPNO-DEDTM,EurostarRed(Thalys),RUB,"4331",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,0,1,2,16,0,0,4,11,3,1,0,0,2,1,0,0,4,3,3,1,0,0,0,8,6,19,0,0,0,0,0,0,0,0,0,0,1
"9474",2024-12-29,DEDTM-FRPNO,EurostarRed(Thalys),TGH,,,,Cologne Hbf,Germany,"50.8789","7.119303","16",16,0,0,0,12,52,185,0,0,20,161,60,8,0,0,0,0,6,2,1,0,0,0,0,0,0,7,2,249,0,0,0,0,0,0,0,0,0,0,12
"9483",2024-12-29,FRPNO-DEDTM,EurostarRed(Thalys),TGH,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",21,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0
"9937",2024-12-29,FRMLV-NLAMA,EurostarRed(Thalys),PBA,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",13,0,0,0,16,31,62,0,0,9,66,25,9,0,0,4,3,3,4,7,7,5,1,0,0,0,7,27,109,0,0,0,0,0,0,0,0,0,0,16
"9958",2024-12-29,NLAMA-FRMLV,EurostarRed(Thalys),TGH,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",14,0,0,0,18,48,182,0,0,5,171,57,15,0,0,7,2,6,13,12,11,3,1,2,0,0,23,34,248,0,0,0,0,0,0,0,0,0,0,18
"9958",2024-12-29,NLAMA-FRMLV,EurostarRed(Thalys),TGH,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",14,0,0,0,5,24,58,1,1,6,60,18,5,0,0,1,1,7,19,4,5,3,1,0,0,0,20,21,89,0,0,0,0,0,0,0,0,0,0,7
"9958",2024-12-29,NLAMA-FRMLV,EurostarRed(Thalys),TGH,,,,Schiphol Airport,Netherlands,"52.308787","4.761487","13",14,0,0,0,10,6,10,0,0,4,16,4,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,26,0,0,0,0,0,0,0,0,0,0,10
"9958",2024-12-29,NLAMA-FRMLV,EurostarRed(Thalys),TGH,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",16,0,0,0,1,18,34,0,0,6,20,23,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,1
"9977",2024-12-29,FRMLV-NLAMA,EurostarRed(Thalys),TGH,,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,4,33,46,0,0,7,50,21,5,0,0,6,10,6,3,13,14,2,4,2,0,0,55,5,83,0,0,0,0,0,0,0,0,0,0,4
"9983",2024-12-29,FRQBM-BEBMI,EurostarRed(Thalys),TGH,,,,Chambery - Challes-les-Eaux,France,"45.571302","5.919547","13",10,0,0,0,0,3,5,0,0,1,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
"9983",2024-12-29,FRQBM-BEBMI,EurostarRed(Thalys),TGH,,,,Moutiers Salins Brides Les Bains,France,"45.4864797","6.531410000000051","16",8,0,0,0,0,3,31,0,0,1,24,2,7,0,0,8,1,5,1,11,0,1,2,0,0,0,3,26,34,0,0,0,0,0,0,0,0,0,0,0
"9983",2024-12-29,FRQBM-BEBMI,EurostarRed(Thalys),TGH,,,,Aime - La Plagne,France,"45.510261","6.665968000000021","16",8,0,0,0,0,6,12,0,0,2,14,1,1,0,0,0,0,8,2,1,0,4,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0
"9983",2024-12-29,FRQBM-BEBMI,EurostarRed(Thalys),TGH,,,,Bourg-Saint-Maurice,France,"45.618598","6.769547999999986","1",8,0,0,0,0,42,122,0,0,9,126,20,9,0,0,11,15,17,16,24,21,8,2,0,0,0,13,101,164,0,0,0,0,0,0,0,0,0,0,0
"9004",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,13,0,0,68,134,671,0,0,20,639,164,49,1,1,43,82,211,94,91,93,38,7,1,0,0,119,542,873,4,0,0,0,0,0,0,1,0,2,195
"9007",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",7,70,0,1,3,88,663,0,0,5,536,192,21,0,1,24,67,231,86,61,43,14,4,1,1,0,340,193,754,0,0,0,0,2,0,0,0,0,2,87
"9008",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",8,0,0,0,89,105,672,1,1,41,618,143,66,0,0,57,92,167,122,102,118,55,14,2,0,0,73,656,868,3,1,0,0,0,0,0,0,0,0,192
"9009",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",7,0,0,0,6,66,566,0,0,26,428,157,26,1,1,34,68,193,88,70,47,23,6,0,0,0,344,186,638,0,0,0,0,0,0,0,0,0,0,72
"9013",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",8,10,0,0,21,110,643,1,1,35,499,188,54,0,3,55,106,180,92,90,83,48,6,0,0,0,412,251,776,2,0,0,1,0,0,0,0,0,0,130
"9014",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,46,0,0,74,133,672,0,0,48,600,154,77,0,1,88,96,120,103,140,103,46,24,7,0,0,81,647,879,0,0,0,0,0,0,0,0,1,1,205
"9015",2024-12-30,FRPNO-GBSPX,Eurostar,E320,"4024-4023",,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",9,39,0,0,21,111,511,0,0,27,449,120,47,0,1,43,74,127,76,75,76,26,13,1,0,0,289,223,643,1,0,0,0,0,0,0,6,0,0,125
"9018",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",10,134,0,0,103,105,671,1,3,34,631,154,64,0,5,72,106,109,80,142,103,39,13,2,0,0,67,604,883,4,0,0,1,0,0,0,0,0,1,206
"9019",2024-12-30,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",10,0,0,0,26,84,530,2,2,48,405,136,55,0,1,62,78,110,77,111,90,52,15,1,0,0,315,282,644,1,0,0,0,0,0,0,0,0,6,107
"9022",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,131,0,1,104,105,672,3,3,35,631,150,71,0,3,80,105,90,95,145,111,49,19,2,0,0,117,582,887,3,0,0,0,2,0,0,4,0,2,204
"9023",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",11,0,0,0,56,121,657,2,2,39,566,154,77,2,4,80,79,157,109,129,90,30,20,6,0,0,326,378,838,2,0,0,0,1,0,0,3,0,0,175
"9024",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",12,11,0,0,73,113,672,0,0,37,567,174,80,0,1,88,125,109,84,160,125,50,21,2,0,0,179,586,858,5,0,0,2,2,1,0,0,0,3,173
"9027",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",12,49,0,0,58,130,661,2,2,31,574,151,96,1,4,91,91,120,100,144,104,33,20,2,1,0,306,404,853,0,0,1,4,0,0,0,0,0,1,186
"9028",2024-12-30,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,0,0,0,34,125,575,1,1,48,479,150,59,0,0,63,97,118,83,124,103,42,21,7,0,0,244,414,736,1,0,0,0,0,0,0,0,1,1,158
"9030",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",14,0,0,0,26,59,630,0,0,11,555,106,43,0,0,23,41,135,89,50,53,19,5,0,0,0,93,322,715,1,0,0,0,0,0,0,0,0,1,83
"9031",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",13,0,0,0,22,155,657,1,2,36,588,141,72,0,1,75,92,139,103,137,110,35,26,3,0,0,275,446,837,2,0,0,0,0,0,0,3,0,1,174
"9032",2024-12-30,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",14,64,0,0,45,118,512,1,1,27,451,154,45,0,6,48,92,114,85,94,75,38,13,4,0,0,248,321,677,0,0,0,0,0,0,0,0,0,0,165
"9036",2024-12-30,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,0,0,0,18,114,568,0,0,33,449,161,57,0,2,66,101,136,89,115,80,47,12,7,2,0,383,274,700,1,0,0,1,0,0,0,0,0,3,127
"9037",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",14,0,0,0,47,119,640,1,1,43,550,151,61,3,1,79,83,146,119,129,95,47,29,5,0,0,236,497,808,2,2,0,0,1,0,0,4,0,1,158
"9039",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",15,2,0,0,17,106,510,0,0,23,455,100,53,2,5,51,60,130,78,99,73,30,15,5,0,0,193,353,633,3,0,0,2,0,0,0,0,1,0,117
"9040",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",16,100,0,0,16,115,607,0,0,29,477,148,83,1,2,59,101,122,72,98,84,27,24,1,0,0,386,204,738,0,0,0,1,0,2,2,0,0,2,124
"9043",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",16,26,0,0,27,123,628,1,1,37,552,114,76,1,2,94,61,140,114,144,74,54,21,2,0,0,208,498,780,2,0,0,0,0,0,0,0,0,2,148
"9044",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,48,0,0,9,132,595,1,1,29,479,178,52,0,2,56,108,152,80,94,102,35,11,0,0,0,410,230,738,0,0,0,0,0,0,0,1,0,1,141
"9046",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,117,0,0,10,135,598,0,0,28,548,130,37,0,1,46,86,123,67,93,57,29,11,4,2,0,374,145,743,4,1,1,4,2,0,0,2,0,0,131
"9047",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",17,10,0,0,20,119,628,0,0,29,577,105,55,1,4,63,75,143,131,106,78,26,28,6,1,0,246,415,767,2,0,0,0,0,0,0,0,0,4,133
"9050",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,111,0,0,13,96,597,1,1,19,490,159,40,0,0,41,92,126,80,68,75,24,3,1,0,0,375,135,708,3,0,0,1,0,0,0,0,0,7,100
"9051",2024-12-30,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",18,0,0,0,38,97,506,0,0,27,459,96,57,2,1,65,65,151,109,89,87,33,12,3,0,0,144,471,641,0,0,1,0,0,0,0,0,0,0,134
"9054",2024-12-30,GBSPX-FRPNO,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,10,0,0,13,131,583,0,0,24,472,200,31,0,0,46,112,218,105,78,83,30,10,0,0,0,487,195,727,0,0,0,0,0,0,0,3,0,0,141
"9055",2024-12-30,FRPNO-GBSPX,Eurostar,E300,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,0,0,2,17,100,500,0,0,16,484,83,33,1,0,31,59,140,96,73,81,36,11,2,0,0,106,423,617,0,0,0,0,0,0,0,0,0,2,115
"9060",2024-12-30,GBSPX-FRPNO,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",12,0,0,0,39,60,633,0,0,32,531,114,54,1,0,40,67,139,97,66,92,32,17,3,0,0,106,447,732,0,0,0,1,0,0,0,0,0,0,98
"9067",2024-12-30,FRPNO-GBSPX,Eurostar,E320,-,,,Paris Gare du Nord,France,"48.8809481","2.3553137000000106","15",19,0,0,0,16,106,618,1,1,13,595,99,35,0,0,31,52,154,99,83,38,16,10,1,0,0,209,275,742,3,0,0,2,0,2,0,3,1,6,107
"9106",2024-12-30,GBSPX-NLAMA,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,0,10,109,579,0,0,12,585,80,21,0,0,23,40,150,125,74,67,24,4,1,0,0,109,399,698,0,0,0,0,0,0,0,4,2,0,113
"9110",2024-12-30,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",7,0,0,0,3,79,443,0,0,8,368,115,34,0,0,33,61,123,63,78,58,20,10,1,0,0,166,281,525,0,0,0,0,0,0,0,0,0,0,82
"9113",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",8,0,0,0,0,24,255,0,0,3,176,90,10,0,0,10,28,96,31,33,32,8,0,0,0,0,225,13,279,0,0,0,0,0,0,0,0,0,0,24
"9113",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",7,0,0,0,1,71,376,0,0,6,301,109,32,0,1,28,44,137,76,49,29,8,4,0,0,0,317,59,448,1,2,0,0,0,0,0,0,1,0,68
"9116",2024-12-30,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",9,0,0,1,16,111,475,0,0,32,420,101,49,0,6,46,69,88,83,85,71,24,15,3,0,0,210,280,602,6,0,0,2,0,0,0,2,1,3,113
"9117",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",9,0,0,0,0,32,206,0,0,12,142,65,19,0,1,18,19,55,20,23,27,10,4,2,0,0,169,10,238,0,0,0,0,0,0,0,0,0,0,32
"9117",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",8,0,0,0,8,84,417,0,0,21,352,107,29,0,0,30,58,101,76,69,44,25,7,0,0,0,343,67,509,0,0,0,0,0,0,0,0,0,0,92
"9123",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Lille Europe,France,"50.639224","3.075796","16",11,0,0,0,1,30,62,0,0,9,63,12,9,0,0,10,8,6,11,17,14,2,6,0,0,0,56,18,93,0,0,0,0,0,0,0,0,0,0,31
"9123",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",10,22,0,0,40,72,461,1,1,22,394,114,45,0,0,45,57,118,61,83,82,37,9,2,0,0,348,146,575,1,0,0,1,0,0,0,0,0,3,109
"9126",2024-12-30,GBSPX-NLAMA,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",11,12,0,0,72,130,654,2,2,47,599,136,78,0,4,63,91,127,170,105,126,56,26,5,0,0,326,447,860,1,0,0,0,0,0,0,0,0,4,201
"9132",2024-12-30,GBSPX-BEBMI,Eurostar,E320,"4024-4023",,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",13,10,0,0,37,107,630,3,3,66,517,131,65,1,3,81,89,92,90,150,112,72,29,3,1,0,474,248,780,4,2,0,0,0,1,0,0,0,0,143
"9135",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Lille Europe,France,"50.639224","3.075796","16",13,0,0,0,2,19,110,0,0,13,86,23,9,0,0,13,13,20,24,20,14,12,8,2,0,0,75,51,131,1,1,0,0,0,0,0,0,0,0,19
"9135",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",12,0,0,0,28,77,407,1,2,44,358,85,28,0,0,33,48,81,70,74,86,49,20,5,0,0,207,259,515,0,0,0,0,0,0,0,0,1,7,100
"9141",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Lille Europe,France,"50.639224","3.075796","16",15,0,0,0,3,18,153,1,1,20,107,14,35,0,1,34,9,22,31,24,24,15,9,0,0,0,95,74,176,0,0,0,0,0,0,0,0,0,0,23
"9141",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E300,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",14,0,0,0,23,61,321,2,3,34,276,67,33,0,0,35,49,49,56,64,51,32,17,4,0,0,128,229,410,1,1,1,2,1,0,0,0,0,0,83
"9142",2024-12-30,GBSPX-BEBMI,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",15,116,0,0,3,143,596,0,3,32,533,134,45,1,2,68,91,106,78,116,94,34,12,4,0,0,509,96,745,8,1,0,2,0,0,0,0,0,2,136
"9148",2024-12-30,GBSPX-BEBMI,Eurostar,E300,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",17,40,0,0,10,132,516,2,3,16,420,166,61,0,1,72,113,110,62,130,74,35,5,1,0,0,575,28,663,0,1,0,0,0,0,0,0,0,0,146
"9149",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",17,0,0,0,0,26,178,0,0,4,142,28,29,1,0,33,12,23,45,33,24,5,3,0,0,0,77,101,204,0,0,0,2,0,0,0,0,1,2,21
"9149",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",16,0,0,0,12,72,420,1,1,16,389,66,35,0,1,36,50,126,94,84,73,31,6,7,0,0,173,335,506,0,0,0,0,0,0,0,0,0,0,86
"9152",2024-12-30,GBSPX-NLAMA,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",18,0,0,0,2,99,640,0,1,38,463,206,35,0,1,45,119,172,83,104,120,45,17,1,0,0,645,62,742,2,1,0,0,0,0,0,2,3,2,92
"9153",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,"4024-4023",,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",17,0,0,0,11,107,588,1,1,33,538,100,37,0,1,38,59,153,132,84,88,34,20,7,1,0,185,432,708,3,0,0,0,0,0,0,0,1,3,113
"9158",2024-12-30,GBSPX-BEBMI,Eurostar,E320,-,,,London St Pancras Int'l,United Kingdom,"51.531427",-0.12613299999998162,"17",19,12,0,1,12,70,625,0,0,12,445,218,32,0,0,38,129,194,93,114,90,18,6,2,0,0,663,21,707,2,0,0,0,0,0,0,0,1,1,78
"9159",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",20,10,0,0,0,34,246,0,0,4,212,37,27,0,0,19,13,20,19,23,10,7,0,0,0,0,32,79,280,0,0,0,0,0,0,0,0,0,1,33
"9159",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",19,0,0,1,3,70,352,2,2,20,311,69,29,0,0,15,24,32,24,31,10,12,3,0,0,0,40,111,429,1,0,0,0,0,0,0,0,0,7,69
"9165",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Lille Europe,France,"50.639224","3.075796","16",21,11,0,0,1,12,149,0,0,6,116,25,15,0,2,11,12,35,18,17,15,8,4,1,0,0,43,80,162,2,0,0,0,0,0,0,0,0,1,10
"9165",2024-12-30,BEBMI-GBSPX-FAST,Eurostar,E320,-,,,Brussels Midi / Zuid,Belgium,"50.835374","4.335695","16",20,0,0,0,14,76,405,1,1,10,400,72,15,0,0,22,34,143,88,45,39,18,8,0,0,0,176,221,497,0,0,0,0,0,0,0,1,1,2,88
"9310",2024-12-30,NLAMA-FRPNO,EurostarRed(Thalys),RUB,,,,Amsterdam Centraal,Netherlands,"52.3702157","4.895167899999933","12",6,11,0,0,15,48,124,0,0,4,122,53,8,0,0,0,2,12,3,4,0,0,0,0,0,0,14,7,187,0,0,0,0,0,0,0,0,0,0,15
"9310",2024-12-30,NLAMA-FRPNO,EurostarRed(Thalys),RUB,,,,Rotterdam Centraal,Netherlands,"51.9236739","4.470496400000002","16",6,0,0,0,12,22,104,0,0,7,66,59,6,0,0,0,4,14,2,2,4,3,0,0,0,0,26,3,138,0,0,0,0,0,0,0,0,0,0,12
